doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.1145/3078072.3079740,Using eye-tracking to unveil differences between kids and teens in coding activities,2017,PROCEEDINGS OF THE 2017 ACM CONFERENCE ON INTERACTION DESIGN AND CHILDREN (IDC 2017),broad,0.5416666666666667,3,False,44.0,44.0,43.0,,127.0,Computational thinking; Coding (social sciences); Eye tracking; Gaze; Computer science,Using eye-tracking to unveil differences between kids and teens in coding activities
10.1145/3012430.3012490,Computational thinking in pre-university education,2016,ACM International Conference Proceeding Series,core,1.0,3,False,44.0,44.0,31.0,,137.0,Computational thinking; Coding (social sciences); Computer science; 21st century skills; European union,Computational thinking in pre-university education
10.1051/e3sconf/202453805034,Retracted:Methods of using STEAM technologies in the development of pupils' computational thinking,2024,E3S Web of Conferences,core,1.0,3,False,43.0,43.0,45.0,,54.0,Computational thinking; Mathematics education; Development (topology); Computer science; Psychology,Retracted:Methods of using STEAM technologies in the development of pupils' computational thinking
10.1109/tlt.2024.3392896,Scaffolding Computational Thinking With ChatGPT,2024,IEEE Transactions on Learning Technologies,core,0.8166666666666667,3,False,43.0,43.0,54.0,,189.0,Computer science; Computational thinking; Human–computer interaction; Artificial intelligence,Scaffolding Computational Thinking With ChatGPT
10.1080/0020739x.2020.1736349,Programming in mathematics education,2021,INTERNATIONAL JOURNAL OF MATHEMATICAL EDUCATION IN SCIENCE AND TECHNOLOGY,broad,0.5416666666666667,3,False,43.0,43.0,45.0,,115.0,Mathematics education; Argumentation theory; Conceptualization; Computer science; Mathematical practice,Programming in mathematics education
10.1177/0735633121992479,Exploring Factors That Influence Computational Thinking Skills in Elementary Students’ Collaborative Robotics,2021,Journal of Educational Computing Research,core,1.0,3,False,43.0,43.0,47.0,,238.0,Computational thinking; Competence (human resources); Robotics; Curriculum; Artificial intelligence,Exploring Factors That Influence Computational Thinking Skills in Elementary Students’ Collaborative Robotics
10.1108/ils-05-2019-0042,"Connecting moments of creativity, computational thinking, collaboration and new media literacy skills",2019,Information and Learning Science,broad,0.5416666666666667,3,False,43.0,43.0,42.0,1.0,397.0,Creativity; Curriculum; Mathematics education; Computational thinking; Process (computing),"Connecting moments of creativity, computational thinking, collaboration and new media literacy skills"
10.1109/tale.2018.8615232,Computational Thinking Education for Children: Algorithmic Thinking and Debugging,2018,,core,1.0,3,False,43.0,43.0,42.0,,134.0,Computational thinking; Debugging; Thriving; Curriculum; Computer science,Computational Thinking Education for Children: Algorithmic Thinking and Debugging
10.1109/iwsc.2017.7880506,Software clones in scratch projects: On the presence of copy-and-paste in computational thinking learning,2017,,core,0.8166666666666667,3,False,43.0,43.0,37.0,,89.0,Scratch; Cloning (programming); Computer science; Software; Computational thinking,Software clones in scratch projects: On the presence of copy-and-paste in computational thinking learning
10.1186/s40594-023-00417-8,Short-term effects of a classroom-based STEAM program using robotic kits on children in South Korea,2023,International Journal of STEM Education,broad,0.5416666666666667,3,False,42.0,42.0,50.0,2.25,231.0,Computational thinking; Curriculum; Science education; Vocabulary; Numeracy,Short-term effects of a classroom-based STEAM program using robotic kits on children in South Korea
10.3390/su14084627,Innovative Practice of Sustainable Landscape Architecture Education—Parametric-Aided Design and Application,2022,Sustainability (Switzerland),core,1.0,3,False,42.0,42.0,23.0,,144.0,Mathematics education; Computational thinking; Computer science; Experiential learning; Curiosity,Innovative Practice of Sustainable Landscape Architecture Education—Parametric-Aided Design and Application
10.3390/su141912663,Supporting Future Teachers to Promote Computational Thinking Skills in Teaching STEM—A Case Study,2022,Sustainability (Switzerland),core,1.0,3,False,42.0,42.0,44.0,0.25,238.0,Computational thinking; Mathematics education; Argument (complex analysis); Higher-order thinking; Face (sociological concept),Supporting Future Teachers to Promote Computational Thinking Skills in Teaching STEM—A Case Study
10.1145/3328778.3366912,Scratch encore: The design and pilot of a culturally-relevant intermediate scratch curriculum,2020,SIGCSE 2020: PROCEEDINGS OF THE 51ST ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.5416666666666667,3,False,42.0,42.0,42.0,,69.0,Curriculum; Equity (law); Scratch; Computer science; Mathematics education,Scratch encore: The design and pilot of a culturally-relevant intermediate scratch curriculum
10.1007/978-981-13-6528-7_5,Computational Thinking Processes and Their Congruence with Problem-Solving and Information Processing,2019,,broad,0.5416666666666667,3,False,42.0,42.0,43.0,,198.0,Computational thinking; Competence (human resources); Computer science; Congruence (geometry); Information processing,Computational Thinking Processes and Their Congruence with Problem-Solving and Information Processing
10.1016/j.ijer.2022.102008,Computer science education and K-12 students’ computational thinking: A systematic review,2022,International Journal of Educational Research,core,1.0,3,False,41.0,41.0,45.0,0.25,191.0,Mathematics education; Computational thinking; Psychology; Pedagogy; Computer science,Computer science education and K-12 students’ computational thinking: A systematic review
10.1002/cae.22324,Integrated activities in STEM environment: Methodology and implementation practice,2021,Computer Applications in Engineering Education,broad,0.6333333333333333,3,False,41.0,41.0,41.0,,330.0,Curriculum; Context (archaeology); Computational thinking; Computer science; Process (computing),Integrated activities in STEM environment: Methodology and implementation practice
10.1016/j.chb.2018.12.037,Identifying embodied metaphors for computing education,2020,Computers in Human Behavior,broad,0.6333333333333333,3,False,41.0,41.0,37.0,3.0,157.0,Embodied cognition; Gesture; Motion (physics); Computer science; Domain (mathematical analysis),Identifying embodied metaphors for computing education
10.1145/3287324.3287405,How many abilities can we measure in computational thinking? A study on bebras challenge,2019,SIGCSE '19: PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,core,1.0,3,False,41.0,41.0,45.0,,101.0,Computer science; Generalization; CONTEST; Simple (philosophy); Principal component analysis,How many abilities can we measure in computational thinking? A study on bebras challenge
10.1145/3364510.3364513,Fifteen years of introductory programming in schools: A global overview of K-12 initiatives,2019,ACM International Conference Proceeding Series,broad,0.7250000000000001,3,False,41.0,41.0,42.0,,61.0,Outreach; Computational thinking; Computer science; Curriculum; Context (archaeology),Fifteen years of introductory programming in schools: A global overview of K-12 initiatives
10.15388/infedu.2015.11,Testing algorithmic skills in traditional and non-traditional programming environments,2015,Informatics in Education,broad,0.6333333333333333,3,False,41.0,41.0,33.0,,94.0,Informatics; Attrition; Computational thinking; Computer science; Mathematics education,Testing algorithmic skills in traditional and non-traditional programming environments
10.1109/clei.2012.6427135,Teaching Computational Thinking in initial series: An analysis of the confluence among mathematics and Computer Sciences in elementary education and its implications for higher education,2012,,core,0.8166666666666667,3,False,41.0,41.0,28.0,,138.0,Computational thinking; Mathematics education; Perspective (graphical); Field (mathematics); Computer science,Teaching Computational Thinking in initial series: An analysis of the confluence among mathematics and Computer Sciences in elementary educa
10.1016/j.jss.2021.111107,How secondary school girls perceive Computational Thinking practices through collaborative programming with the micro:bit,2022,Journal of Systems and Software,core,0.8166666666666667,3,False,40.0,40.0,32.0,3.5500000000000003,140.0,Computational thinking; Debugging; Coding (social sciences); Computer science; Mathematics education,How secondary school girls perceive Computational Thinking practices through collaborative programming with the micro:bit
10.1080/15391523.2021.1922105,An exploratory study of pre-service teachers’ computational thinking and programming skills,2022,Journal of Research on Technology in Education,broad,0.6333333333333333,3,False,40.0,40.0,30.0,,100.0,Computational thinking; Computer science; Mathematics education; Curriculum; Coding (social sciences),An exploratory study of pre-service teachers’ computational thinking and programming skills
10.1111/jcal.12591,Exploring age and gender differences of computational thinkers in primary school: A developmental perspective,2022,Journal of Computer Assisted Learning,core,1.0,3,False,40.0,40.0,45.0,1.0,138.0,Generalization; Perspective (graphical); Intervention (counseling); Psychology; Developmental psychology,Exploring age and gender differences of computational thinkers in primary school: A developmental perspective
