policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.4020104,Enhancing education through learning for sustainability,2025,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.4020104,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.4003979,Kosovo: Education Digital Readiness Assessment 2024,2025,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.4003979,http://www.worldbank.org/,Computational Thinking,policy_document
policy.4003844,Digital Pathways for Education,2024,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.4003844,http://www.worldbank.org/,Computational Thinking,policy_document
policy.4003669,The impact of Covid-19 on South African migrant wage workers and the self-employed,2023,International Labour Organization,Government,Government,grid.462396.c,CH,Switzerland,,Geneva,46.229393,6.134266,https://app.dimensions.ai/details/policy_documents/policy.4003669,http://www.ilo.org/global/lang--en/index.htm,Computational Thinking,policy_document
policy.4000459,Defense Advisory Committee on Military Personnel Testing; Notice of Federal Advisory Committee Meeting,2025,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.4000459,http://www.defense.gov/,Computational Thinking,policy_document
policy.4000035,Sunshine Act Meetings,2025,United States Consumer Product Safety Commission,Government,Government,grid.420322.5,US,United States,Maryland,Bethesda,38.98525,-77.088326,https://app.dimensions.ai/details/policy_documents/policy.4000035,http://www.cpsc.gov/,Computational Thinking,policy_document
policy.3959329,Supporting national strategies on teachers’ digital competence through the use of SELFIEforTEACHERS,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3959329,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3958359,100 Student Voices on AI and Education,2024,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3958359,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3958222,Digitalization of Human Development Services in Europe and Central Asia,2024,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3958222,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3958188,Digital Pathways for Education,2024,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3958188,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3943448,AI and the Future of Workforce Training,2024,Center for Security and Emerging Technology,Nonprofit,Nonprofit,grid.508452.e,US,United States,District of Columbia,Washington D.C.,38.90751,-77.07223,https://app.dimensions.ai/details/policy_documents/policy.3943448,https://cset.georgetown.edu/,Computational Thinking,policy_document
policy.3863730,European digital skills certificate (EDSC) feasibility study,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3863730,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3828157,"Rights, respect, equality: guidance for schools",2019,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.3828157,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
policy.3827539,Digital Strategy Implementation Plan,2022,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3827539,http://www.gov.ie/,Computational Thinking,policy_document
policy.3818917,Defense Advisory Committee on Military Personnel Testing; Notice of Federal Advisory Committee Meeting,2024,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.3818917,http://www.defense.gov/,Computational Thinking,policy_document
policy.3808247,Notice of Adoption of Categorical Exclusions Under the National Environmental Policy Act,2024,United States Department of the Air Force,Government,Government,grid.495456.f,US,United States,District of Columbia,Washington D.C.,38.87946,-77.109024,https://app.dimensions.ai/details/policy_documents/policy.3808247,http://www.af.mil/,Computational Thinking,policy_document
policy.3805702,OECD Education Spotlights,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.3805702,http://www.oecd.org/,Computational Thinking,policy_document
policy.3805696,OECD Education Policy Perspectives,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.3805696,http://www.oecd.org/,Computational Thinking,policy_document
policy.3788818,Guidebook on Mainstreaming Gender in the Implementation of the Montreal Protocol,2024,United Nations Environment Programme,Government,Government,grid.426556.6,KE,Kenya,,Nairobi,-1.233399,36.81512,https://app.dimensions.ai/details/policy_documents/policy.3788818,http://www.unep.org/,Computational Thinking,policy_document
policy.3783939,"Cruinniú na nÓg 2023, a day full of youthful creative energy, bursts into life",2023,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3783939,http://www.gov.ie/,Computational Thinking,policy_document
policy.3782914,Midlands ICT Cluster Skills Survey Report,2023,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3782914,http://www.gov.ie/,Computational Thinking,policy_document
policy.3778180,Baseline Report: Towards a Successor Digital Strategy for Schools to 2027,2022,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3778180,http://www.gov.ie/,Computational Thinking,policy_document
policy.3773919,SSE Newsletter Post-Primary Issue 13,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3773919,http://www.gov.ie/,Computational Thinking,policy_document
policy.3773904,SSE Newsletter Primary Issue 13,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3773904,http://www.gov.ie/,Computational Thinking,policy_document
policy.3770879,"Supporting Teaching, Learning and Assessment in the Context of Accredited Grades 2021",2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3770879,http://www.gov.ie/,Computational Thinking,policy_document
policy.3770667,Digital Strategy Action Plan 2017,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3770667,http://www.gov.ie/,Computational Thinking,policy_document
policy.3770666,Digital Strategy Action Plan 2018,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3770666,http://www.gov.ie/,Computational Thinking,policy_document
policy.3770665,Digital Strategy Action Plan 2019,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3770665,http://www.gov.ie/,Computational Thinking,policy_document
policy.3770664,Digital Strategy Action Plan 2020,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3770664,http://www.gov.ie/,Computational Thinking,policy_document
policy.3769165,Leaving Certificate Computer Science Bulletin 1,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3769165,http://www.gov.ie/,Computational Thinking,policy_document
policy.3769164,Leaving Certificate Computer Science Bulletin 2,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3769164,http://www.gov.ie/,Computational Thinking,policy_document
policy.3769163,Leaving Certificate Computer Science Bulletin 3,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3769163,http://www.gov.ie/,Computational Thinking,policy_document
policy.3763636,STEM Education Implementation Plan 2017-2019,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3763636,http://www.gov.ie/,Computational Thinking,policy_document
policy.3763634,Minister for Education Norma Foley and the Teaching Council announce landmark research study on teaching in Ireland,2017,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3763634,http://www.gov.ie/,Computational Thinking,policy_document
policy.3763626,PDST – Post-Primary Work Plan 2019–2020,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3763626,http://www.gov.ie/,Computational Thinking,policy_document
policy.3763625,PDST – Primary Work Plan 2019–2020,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3763625,http://www.gov.ie/,Computational Thinking,policy_document
policy.3760080,Mathematics - Junior Certificate - Curriculum Specification 2018,2019,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.3760080,http://www.gov.ie/,Computational Thinking,policy_document
