ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.1007/978-3-031-78450-7_11,Teaching Data Storytelling in a Computational Thinking Course for Students in Communications Careers,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,3.0,0.0,Computer science; Course (navigation); Storytelling; Computational thinking; Mathematics education,1.0,0.5,3.0,False,exact|context|concepts
broad,10.1007/978-3-031-80832-6_5,Branch Master: A Binary Search Tree Based Board Game,2025,Communications in Computer and Information Science,Conference paper,False,closed,,0.0,0.0,0.0,,,,,,2.0,0.0,Computer science; Tree (set theory); Binary number; Binary tree; Mathematics,0.0,0.0,2.0,False,exact
broad,10.1007/978-3-031-82915-4_7,Integrating Arduino and Artificial Intelligence in STEM Education,2025,Studies in Computational Intelligence,Book chapter,False,closed,0.0,0.0,0.0,,2.7,3.0,3.0,3.0,,23.0,2.0,Arduino; Artificial intelligence; Computer science; Machine learning; Operating system,0.0,2.7,23.0,False,exact|context
broad,10.1007/978-3-031-83523-0_34,Computational Thinking Using ScratchJr. – A Case Study,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,1.0,1.0,0.0,0.0,,,,,,6.0,0.0,Computer science; Psychology,1.0,0.0,6.0,False,exact|context
broad,10.1007/978-3-031-84039-5_7,Methodical Support of Hybrid Intellectual System with Cognitive Modeling of Engineering-Research Activity on the Basis of Thinking Profiles,2025,Lecture Notes in Networks and Systems,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,4.0,0.0,Basis (linear algebra); Cognition; Computer science; Cognitive science; Systems engineering,0.0,0.0,4.0,False,context
broad,10.1007/978-3-031-84170-5_8,Using Emerging Technologies for Bridging Computational Thinking and Artificial Intelligence in Swedish Classrooms: Empirical Insights and Pedagogical Implications,2025,Lecture Notes in Networks and Systems,Conference paper,True,hybrid,0.0,0.0,0.0,0.0,,,,,,11.0,1.0,Bridging (networking); Psychology; Computer science; Computational thinking; Mathematics education,0.0,0.0,11.0,True,exact|context|concepts
broad,10.1007/978-3-031-85649-5_27,Improving Teaching Standards in Computer Science Basics for Non-IT First-Year Students,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,Mathematics education; Computer science; Psychology,0.0,0.0,1.0,False,exact|context|concepts
broad,10.1007/978-3-031-85649-5_34,Challenges in Introducing Programming: A Case of K-12 Indonesian Education,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,Indonesian; Computer science; Mathematics education; Psychology; Linguistics,0.0,0.0,2.0,False,exact|context|concepts
broad,10.1007/978-3-031-85898-7_79,Impact of Content Presentation and Cognitive Styles on Computational Thinking and Student Engagement in Kuwait’s Basic Education,2025,"Studies in Systems, Decision and Control",Book chapter,False,closed,0.0,0.0,0.0,,,,,,,2.0,0.0,,0.0,0.0,2.0,False,exact
broad,10.1007/978-3-031-86296-0_10,Generative AI Tool in Learning an Introductory Programming: A Research Perspective,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,15.0,1.0,Perspective (graphical); Generative grammar; Computer science; Artificial intelligence,0.0,0.0,15.0,False,exact|context
broad,10.1007/978-3-031-89394-0,Practical Systems Thinking: Finding leverage on complex problems,2025,,Book,False,closed,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,False,context
broad,10.1007/978-3-031-90944-3_4,How Has Science Education Research (SER) Evolved in The Last Two Decades?,2025,Contributions from Science Education Research,Book chapter,False,closed,1.0,0.0,1.0,,,,,,,1.0,0.0,Engineering ethics; Political science; Sociology; Engineering,1.0,0.0,1.0,False,exact|context
broad,10.1007/978-3-031-90944-3_9,Applying Computational Thinking to Enhance Learning About Electricity: A Norwegian Case Study,2025,Contributions from Science Education Research,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,0.0,0.0,Norwegian; Electricity; Computer science; Engineering; Electrical engineering,0.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-031-93109-3_26,Application of Machine Learning for the Development of Logical-Mathematical Thinking in Basic Education Students,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Mathematics education; Artificial intelligence; Basic education; Development (topology),0.0,0.0,3.0,False,context|concepts
broad,10.1007/978-3-031-93564-0_8,Taxonomies – Reuniting Art and Science via a Fascination with Nature,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,Computer science,0.0,0.0,2.0,False,exact|context
broad,10.1007/978-3-031-93567-1_9,Comparative Analysis of STEM and Non-STEM Teachers' Needs for Integrating AI into Educational Environments,2025,"LEARNING AND COLLABORATION TECHNOLOGIES, LCT 2025, PT II",Proceedings Paper,True,green,2.0,1.0,,0.0,1.0,4.0,4.0,1.0,3.0,18.0,0.0,Computer science; Mathematics education; Data science; Artificial intelligence; Psychology,2.0,1.0,18.0,True,exact|context|concepts
broad,10.1007/978-3-031-93631-9_20,Educational Robotics: From Computational to Complexity Thinking,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,Artificial intelligence; Computational thinking; Computer science; Robotics; Cognitive science,0.0,0.0,1.0,False,exact|context|concepts
broad,10.1007/978-3-031-93851-1_10,Enhancing K12 Education with Intelligent and Assistive Robots: Exploring Student Learning Experience,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,0.0,0.0,0.0,,,,,,8.0,0.0,Computer science; Robot; Human–computer interaction; Artificial intelligence; Multimedia,1.0,0.0,8.0,False,exact|context
broad,10.1007/978-3-031-94156-6_5,An Equitable Early Childhood Learning Platform for Designing a Range of Tangible and Embodied Learning Experiences with a Tangible Coding Game Prototype,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,Embodied cognition; Coding (social sciences); Computer science; Human–computer interaction; Range (aeronautics),0.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-031-94943-2_21,Blending Computational Thinking and Creativity: Algorithmic Art with Python,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,3.0,0.0,Python (programming language); Creativity; Computer science; Programming language; Psychology,0.0,0.0,3.0,False,exact|context
broad,10.1007/978-3-031-95452-8_19,Assessing Computational Thinking Skills Through Artefacts: The Case of ModeLLer,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,0.0,,,,,,0.0,0.0,MODELLER; Computer science; Computational thinking; Engineering drawing; Programming language,1.0,0.0,0.0,False,exact||concepts
broad,10.1007/978-3-031-96325-4_3,Society of LLMs: Constructivist Learning Approaches with Multiple LLM Instances,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,2.0,0.0,Computer science; Constructivist teaching methods; Artificial intelligence; Mathematics education; Psychology,0.0,0.0,2.0,False,concepts
broad,10.1007/978-3-031-96855-6_9,Human: The Final Decision-Maker in the Technological Era,2025,Signals and Communication Technology,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,4.0,0.0,,0.0,0.0,4.0,False,context
broad,10.1007/978-3-031-97651-3_11,Simplifying Strategic Frugal Innovation and Sustainability Formulation and Evaluation: An SDG-Maslowian Approach: A Review and Proposed Framework,2026,Lecture Notes in Computer Science,Conference paper,False,closed,,1.0,0.0,0.0,,,,,,6.0,0.0,Computer science; Sustainability; Management science; Process management; Knowledge management,1.0,0.0,6.0,False,exact
broad,10.1007/978-3-031-98185-2_21,A Study on the Effectiveness of Integrating Innovative Learning Strategies into Computational Thinking in Programming Learning for Non-CS Major Students,2026,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,4.0,0.0,Computer science; Computational thinking; Mathematics education; Artificial intelligence; Management science,0.0,0.0,4.0,False,exact|context|concepts
broad,10.1007/978-3-031-98235-4_17,Enhancing STEM Education with AI: Fostering Soft Skills and Inclusion,2026,Communications in Computer and Information Science,Conference paper,False,closed,1.0,0.0,0.0,,,,,,,11.0,0.0,Inclusion (mineral); Soft skills; Medical education; Psychology; Medicine,1.0,0.0,11.0,False,exact|context
broad,10.1007/978-3-031-98420-4_1,BarrelBots: ChatGPT Feedback for Middle School Student Creative Minecraft Artifacts,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,3.0,0.0,Computer science; Mathematics education; Multimedia; Human–computer interaction; Computer graphics (images),0.0,0.0,3.0,False,exact|context|concepts
broad,10.1007/978-3-031-98420-4_15,Using Generated Rubrics to Provide a Window Into Item Evaluation with Multi-agent LLMs,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,2.0,0.0,Rubric; Window (computing); Computer science; Therapeutic window; Mathematics education,0.0,0.0,2.0,False,concepts
broad,10.1007/978-3-031-98459-4_36,Considering Large Language Model Integration in Expressive Computer Science Learning Environments for Blind and Visually Impaired Learners Through Co-design,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,0.0,1.0,,,,,,,0.0,0.0,Computer science; Visually impaired; Human–computer interaction; Artificial intelligence; Natural language processing,1.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-031-98459-4_9,In Search of Answers: Supporting Educators to Understand AI Through Heuristic Thinking,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,5.0,1.0,Computer science; Heuristic; Artificial intelligence,0.0,0.0,5.0,False,context
broad,10.1007/978-3-031-98462-4_20,Searching for Transactivity in a Collaborative Chat: Analysis of Novelty and Reference with GenAI,2025,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,4.0,0.0,Novelty; Computer science; Artificial intelligence; Human–computer interaction; Psychology,0.0,1.0,4.0,False,exact
broad,10.1007/978-3-031-98462-4_4,“My Grade is Wrong!”: A Contestable AI Framework for Interactive Feedback in Evaluating Student Essays,2025,Lecture Notes in Computer Science,Conference paper,False,closed,3.0,1.0,0.0,,,,,,,19.0,0.0,Computer science; Multimedia; Mathematics education; Mathematics,3.0,0.0,19.0,False,context|concepts
broad,10.1007/978-3-031-98465-5_7,Can Open Source LLMs Generate Math Questions at Graduate Level Courses? An Empirical Study of Linear Algebra Course,2025,Lecture Notes in Computer Science,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,0.0,0.0,Computer science; Linear algebra; Algebra over a field; Course (navigation); Mathematics education,1.0,0.0,0.0,False,concepts
broad,10.1007/978-3-031-98762-5_11,Computational Thinking Development Through Robotics in Kindergarten: A Pilot Study,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,3.0,0.0,Computational thinking; Robotics; Artificial intelligence; Mathematics education; Development (topology),0.0,0.0,3.0,False,exact|context|concepts
broad,10.1007/978-3-031-98762-5_26,Storytelling in Kindergarten with Tangible Programming: A Literature Review,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,4.0,1.0,Storytelling; Computer science; Mathematics education; Psychology; Narrative,0.0,0.0,4.0,False,exact|context|concepts
broad,10.1007/978-3-031-98762-5_8,Mathematical Skills via Robotics in Early Childhood Education: A Bibliometric and Content Analysis,2025,Lecture Notes in Networks and Systems,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,Robotics; Artificial intelligence; Mathematics education; Content (measure theory); Psychology,0.0,0.0,4.0,False,exact|context
broad,10.1007/978-3-031-99261-2_44,Toward Extracting Computational Thinking Evidence with Large Language Models: Empowering K-12 Educators,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,2.0,1.0,Computer science; Natural language processing,0.0,0.0,2.0,False,exact|context
broad,10.1007/978-3-031-99264-3_10,Facilitating Teacher Coaching: Generating Insightful Comments on Classroom Instruction Through Multi-agent Reflection,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,4.0,0.0,Coaching; Reflection (computer programming); Computer science; Mathematics education; Multimedia,0.0,0.0,4.0,False,context|concepts
broad,10.1007/978-3-031-99264-3_7,Enhancing Teacher Support in Learning Technologies: A Human-Centered Approach with WearableLearning,2025,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,1.0,0.0,Computer science; Mathematics education; Knowledge management; Multimedia; World Wide Web,0.0,0.0,1.0,False,exact|context|concepts
broad,10.1007/978-3-031-99965-9_5,Impact of Augmented Reality on User Experience: A Study on the Virtualization of University Facilities,2025,Lecture Notes in Networks and Systems,Conference paper,True,hybrid,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,Virtualization; Augmented reality; Computer science; Human–computer interaction; Operating system,0.0,0.0,0.0,True,exact
broad,10.1007/978-3-031-99987-1_40,Development of Educational 4.0 Environments Through the Dynamic Integration of Natural (Human) and Artificial Intelligences,2025,Springer Proceedings in Materials,Book chapter,False,closed,0.0,0.0,0.0,,,,,,,1.0,0.0,Natural (archaeology); Computer science; Geography; Archaeology,0.0,0.0,1.0,False,exact
broad,10.1007/978-3-032-00718-6_24,Creating with Digital Technologies for the Development in Computational Thinking. The Case of the Seedbed of Innovators,2026,Communications in Computer and Information Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-032-01222-7_13,BeLLE: Exploring the Accuracy of the Task Difficulty Ratings in the Bebras Challenge,2026,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,Computer science; Task (project management); Artificial intelligence; Human–computer interaction; Natural language processing,0.0,0.0,1.0,False,exact|context
broad,10.1007/978-3-032-01222-7_3,Measuring the Impact of Curriculum Reforms Through Bebras: The Case for Standalone Informatics Education,2026,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,Computer science; Informatics; Curriculum; Engineering management; Data science,0.0,0.0,0.0,False,exact|context
broad,10.1007/978-3-032-01222-7_7,Teaching Computational Thinking Through Active Games: Insights from Teacher Training,2026,Lecture Notes in Computer Science,Conference paper,False,closed,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,Computer science; Computational thinking; Training (meteorology); Mathematics education; Multimedia,0.0,0.0,0.0,False,exact|context|concepts
